update,timesteps,mean_ep_return,mean_ep_len,success_rate,flip_rate,pipe_gap_violation_rate,policy_loss,value_loss,entropy,elapsed_s
214,3506176,876.3844722764275,713.335,0.31,0.0,0.005,-0.0067860460840165615,110.23228454589844,4.6738996505737305,97.26795959472656
215,3522560,840.647202950708,681.655,0.355,0.0,0.02,0.012333310209214687,108.41609954833984,4.685418605804443,97.75396966934204
216,3538944,832.5456132762687,673.88,0.38,0.0,0.02,-0.003158105071634054,89.57698059082031,4.705564975738525,98.16332817077637
217,3555328,809.5571678772347,651.635,0.415,0.0,0.02,0.0007430481491610408,78.72914123535156,4.72080659866333,98.6250364780426
218,3571712,802.1358816401536,645.44,0.415,0.0,0.02,0.005512193776667118,89.60093688964844,4.750262260437012,99.07067108154297
219,3588096,816.5742428084727,658.67,0.39,0.0,0.02,-0.013968602754175663,112.36186981201172,4.771348476409912,99.55408120155334
220,3604480,835.533058309317,677.035,0.355,0.0,0.02,-0.006168281193822622,137.39442443847656,4.779062747955322,100.03080868721008
221,3620864,853.515787020716,695.02,0.31,0.0,0.02,-0.013423265889286995,110.55644226074219,4.789137840270996,100.4453136920929
222,3637248,876.4758860196505,718.725,0.255,0.0,0.02,0.03296802192926407,126.71224212646484,4.812409400939941,100.91500401496887
223,3653632,881.5737426829453,725.535,0.235,0.0,0.02,-0.0037881345488131046,105.86395263671875,4.837348937988281,101.38168048858643
224,3670016,909.1303080884313,753.035,0.185,0.0,0.015,0.0020963852293789387,175.20016479492188,4.847039699554443,101.77172040939331
225,3686400,917.784715770324,763.345,0.155,0.0,0.015,0.0004248875193297863,81.89212036132812,4.85800838470459,102.18067049980164
226,3702784,922.4646993745648,770.65,0.13,0.0,0.02,-0.006750342436134815,92.78007507324219,4.865764141082764,102.61215305328369
227,3719168,953.4165509102621,803.56,0.07,0.0,0.02,0.004568174481391907,147.31517028808594,4.860934734344482,103.00956678390503
228,3735552,951.9006762470221,804.035,0.07,0.0,0.02,-0.008431997150182724,76.21038818359375,4.87520170211792,103.4639220237732
229,3751936,942.531598734489,800.05,0.055,0.0,0.03,0.01037764921784401,141.7993927001953,4.880275249481201,103.91262412071228
230,3768320,944.5922512795732,801.99,0.065,0.0,0.025,-0.012907637283205986,79.48428344726562,4.898801803588867,104.39725422859192
231,3784704,923.3753580045569,783.495,0.09,0.0,0.04,-0.019065165892243385,148.58297729492188,4.908143997192383,104.84229469299316
232,3801088,913.453288356689,776.445,0.095,0.0,0.05,0.004200710915029049,137.20916748046875,4.909592151641846,105.2848949432373
233,3817472,913.0193085685305,776.18,0.1,0.0,0.045,0.00952085666358471,68.2830810546875,4.928319931030273,105.71376538276672
234,3833856,908.9191782881659,773.175,0.105,0.0,0.045,0.005538729950785637,155.64694213867188,4.946187496185303,106.13678979873657
235,3850240,908.719879077037,773.43,0.115,0.0,0.045,0.00013073813170194626,151.54727172851562,4.955021381378174,106.62327432632446
236,3866624,898.8445100067241,765.085,0.125,0.0,0.05,0.007803626824170351,77.69239807128906,4.965130805969238,107.10715556144714
237,3883008,901.0939933855026,767.04,0.115,0.0,0.05,0.0022825077176094055,122.54423522949219,4.96592903137207,107.5208830833435
238,3899392,900.416925597375,766.745,0.115,0.0,0.05,0.0016809883527457714,199.8951416015625,4.98273229598999,107.98069596290588
239,3915776,888.5633769394824,753.105,0.145,0.0,0.05,-0.01405373215675354,79.91441345214844,5.002131462097168,108.46050953865051
240,3932160,879.4303259438166,743.01,0.175,0.0,0.045,-0.02441023662686348,58.225830078125,5.010891437530518,108.9382004737854
241,3948544,876.6494559241015,738.765,0.195,0.0,0.035,0.003915207460522652,119.024169921875,5.0420331954956055,109.39550232887268
242,3964928,869.6019347714891,728.375,0.235,0.0,0.035,-0.00783485732972622,71.56158447265625,5.059287071228027,109.7911365032196
243,3981312,857.9890062868021,713.255,0.295,0.0,0.03,-0.0017819339409470558,76.26039123535156,5.06301212310791,110.22366046905518
244,3997696,848.6820456679224,702.22,0.31,0.0,0.02,0.022367417812347412,134.6970977783203,5.103930473327637,110.72146415710449
245,4014080,844.9516009629052,697.09,0.335,0.0,0.02,-0.015561988577246666,112.9900131225586,5.139011383056641,111.13096404075623
246,4030464,827.8234501307336,680.04,0.365,0.0,0.02,-0.006700094789266586,93.96187591552734,5.15479850769043,111.55317401885986
247,4046848,815.3168797197402,669.705,0.375,0.0,0.02,-0.013620613142848015,108.01673889160156,5.171984672546387,111.95327401161194
248,4063232,815.2787874438739,668.4,0.395,0.0,0.01,-0.011281872168183327,85.01829528808594,5.186773300170898,112.38798832893372
249,4079616,795.0633516616325,648.165,0.435,0.0,0.01,-0.009539026767015457,43.939170837402344,5.222014904022217,112.8369619846344
250,4096000,775.5734476356672,628.765,0.47,0.0,0.01,-0.01256626844406128,33.94456481933594,5.225399017333984,113.31202960014343
251,4112384,796.2245608601598,649.18,0.43,0.0,0.01,-0.020128652453422546,80.15994262695312,5.239353179931641,113.75710797309875
252,4128768,805.3953216985157,657.55,0.425,0.0,0.01,-0.0018542627803981304,115.15730285644531,5.2422027587890625,114.23908972740173
253,4145152,804.6663290260301,658.22,0.415,0.0,0.015,0.015273740515112877,92.55696105957031,5.2445549964904785,114.65445375442505
254,4161536,823.9563802311674,678.165,0.365,0.0,0.015,0.005595340393483639,168.9481201171875,5.260019302368164,115.07907819747925
255,4177920,840.3219270894809,694.81,0.335,0.0,0.02,0.0006593959406018257,149.9808349609375,5.272397994995117,115.5112133026123
256,4194304,850.3940878960784,704.79,0.315,0.0,0.02,-0.01653793454170227,65.34215545654297,5.288208484649658,115.92335724830627
257,4210688,879.0167901788125,731.85,0.255,0.0,0.02,-0.0021975673735141754,136.70449829101562,5.294368743896484,116.36315965652466
258,4227072,897.7604951947494,751.97,0.205,0.0,0.02,-0.019602730870246887,92.23674011230469,5.310022354125977,116.85517883300781
259,4243456,918.8729988426966,774.79,0.14,0.0,0.025,-0.013213364407420158,104.06607055664062,5.309689521789551,117.26621961593628
260,4259840,937.6528635061245,796.08,0.08,0.0,0.025,0.002446012571454048,110.95189666748047,5.316461563110352,117.73254108428955
261,4276224,937.3877157336351,797.095,0.065,0.0,0.03,-0.01604606956243515,92.4860610961914,5.323239326477051,118.16186141967773
262,4292608,949.8961927947448,810.695,0.03,0.0,0.03,-0.007963222451508045,155.49850463867188,5.337715148925781,118.62770676612854
263,4308992,949.5290531507283,810.7,0.03,0.0,0.03,-0.014282447285950184,83.74082946777344,5.353888511657715,119.04816365242004
264,4325376,956.0868556987397,817.095,0.03,0.0,0.025,0.0046845776960253716,119.42662048339844,5.36839485168457,119.42413330078125
265,4341760,964.7580692444058,822.865,0.035,0.0,0.015,-0.009688615798950195,141.4432830810547,5.382086277008057,119.8527901172638
266,4358144,960.0939586502874,818.71,0.04,0.0,0.015,-0.028562596067786217,58.865135192871094,5.389013767242432,120.31667184829712
267,4374528,960.206364705507,819.76,0.045,0.0,0.015,0.012987840920686722,131.3719940185547,5.410834312438965,120.74946117401123
268,4390912,956.0790330114522,814.575,0.06,0.0,0.015,0.0016948562115430832,118.80134582519531,5.4156036376953125,121.23110604286194
269,4407296,958.4107722543445,816.22,0.065,0.0,0.01,0.02864162251353264,99.5395278930664,5.436410427093506,121.70094227790833
270,4423680,946.494741004663,803.435,0.105,0.0,0.005,-0.008500007912516594,93.32035827636719,5.450824737548828,122.1692168712616
271,4440064,910.8447376380475,769.29,0.18,0.0,0.01,0.015918157994747162,99.87461853027344,5.455638885498047,122.55745220184326
272,4456448,873.07263777515,728.815,0.285,0.0,0.005,0.011382426135241985,83.1865463256836,5.474159240722656,122.97888660430908
273,4472832,823.1508907730546,679.825,0.38,0.0,0.005,0.008131827227771282,43.68181610107422,5.469642639160156,123.39868330955505
274,4489216,813.3815823691053,670.945,0.405,0.0,0.005,0.0047142356634140015,115.63726043701172,5.4766926765441895,123.84368681907654
275,4505600,805.0341512766084,663.73,0.415,0.0,0.005,0.02599034272134304,79.55178833007812,5.489737510681152,124.26464200019836
276,4521984,792.7799652915995,655.885,0.42,0.0,0.005,-0.013363022357225418,98.47354125976562,5.49814510345459,124.77103209495544
277,4538368,795.5599843172548,659.47,0.415,0.0,0.005,-0.020764390006661415,118.52647399902344,5.514662265777588,125.26414608955383
278,4554752,800.723382870614,665.165,0.4,0.0,0.005,-0.002868596464395523,92.90171813964844,5.53350830078125,125.70278835296631
279,4571136,812.1065744266124,676.065,0.385,0.0,0.0,-0.007668701931834221,62.53128433227539,5.549093246459961,126.17666935920715
280,4587520,835.1955797642225,701.355,0.315,0.0,0.0,0.006951222196221352,171.53329467773438,5.563552379608154,126.60903573036194
281,4603904,855.828527738214,721.905,0.275,0.0,0.0,0.008992418646812439,104.67777252197266,5.593679904937744,126.99482989311218
282,4620288,887.138151022686,755.05,0.205,0.0,0.0,-0.013230503536760807,81.64234924316406,5.621273994445801,127.41963458061218
283,4636672,920.2794902883202,790.04,0.14,0.0,0.0,-0.013463489711284637,124.84855651855469,5.631000518798828,127.86221241950989
284,4653056,911.4857215976724,782.52,0.14,0.0,0.005,-0.0023960538674145937,113.53640747070312,5.640446662902832,128.30976629257202
285,4669440,910.1171233805924,780.49,0.155,0.0,0.005,-0.013442924246191978,77.78089904785156,5.670083999633789,128.8013072013855
286,4685824,861.2171600117025,730.495,0.28,0.0,0.015,-0.01598392426967621,62.457069396972656,5.687656402587891,129.19593334197998
287,4702208,847.6781386265482,715.64,0.325,0.0,0.015,-0.011452607810497284,42.000587463378906,5.714011192321777,129.668137550354
288,4718592,835.6411344251051,703.195,0.355,0.0,0.015,-0.011452488601207733,40.67052459716797,5.730252265930176,130.09116315841675
289,4734976,833.8146284100576,700.525,0.37,0.0,0.015,0.0028903288766741753,126.60964965820312,5.753282070159912,130.47660303115845
290,4751360,823.0665695796637,688.71,0.405,0.0,0.02,0.016351638361811638,133.35292053222656,5.767380714416504,130.9353449344635
291,4767744,809.335865907518,674.865,0.43,0.0,0.02,0.002298946026712656,71.00981140136719,5.767880439758301,131.39897871017456
292,4784128,794.1595662387768,656.53,0.495,0.0,0.02,-0.039181582629680634,63.912841796875,5.778613090515137,131.8522491455078
293,4800512,797.9369551588021,660.25,0.48,0.0,0.02,0.0006858827546238899,105.23191833496094,5.79858922958374,132.28580379486084
294,4816896,806.0570614535629,666.59,0.475,0.0,0.01,0.009430122561752796,35.434959411621094,5.796165943145752,132.7425467967987
295,4833280,813.4987357656984,677.315,0.435,0.0,0.01,-0.002069910056889057,101.18067932128906,5.796689033508301,133.1831648349762
296,4849664,778.2300993029066,643.43,0.48,0.0,0.01,0.027891304343938828,105.82849884033203,5.807682991027832,133.6209237575531
297,4866048,705.6931681603048,571.525,0.605,0.0,0.005,-0.0028849784284830093,43.27939224243164,5.81605863571167,134.0716986656189
298,4882432,642.576541015545,510.405,0.685,0.0,0.0,-0.021088898181915283,5.8865275382995605,5.810091972351074,134.48110914230347
299,4898816,615.632021944477,482.55,0.74,0.0,0.0,0.006595969200134277,40.83109664916992,5.806679725646973,134.98245477676392
300,4915200,602.6363616040043,470.35,0.755,0.0,0.0,0.005286557599902153,45.28321838378906,5.809937000274658,135.44365906715393
301,4931584,600.6981904882197,467.41,0.765,0.0,0.0,0.005759071093052626,98.60906982421875,5.820980072021484,135.89267444610596
302,4947968,617.9095272532663,483.6,0.75,0.0,0.0,-0.02848714403808117,60.5045166015625,5.828941345214844,136.30968713760376
303,4964352,648.9285161126505,513.015,0.705,0.0,0.0,-0.010859960690140724,85.70951843261719,5.84319543838501,136.75721669197083
304,4980736,680.5447644266313,545.155,0.645,0.0,0.0,-0.02272050268948078,76.58424377441406,5.859845161437988,137.1536476612091
305,4997120,721.1395915937461,585.14,0.575,0.0,0.0,-0.01808483898639679,79.00558471679688,5.864184379577637,137.5936987400055
306,5013504,768.6048083274846,633.395,0.49,0.0,0.0,-0.021061774343252182,97.47647857666016,5.8712687492370605,138.02277374267578
307,5029888,806.6682465247801,672.275,0.43,0.0,0.0,-0.005630483850836754,69.91581726074219,5.8816680908203125,138.4050886631012
308,5046272,844.5555907923091,712.665,0.35,0.0,0.0,-0.03670236095786095,79.61223602294922,5.890103340148926,138.84690809249878
309,5062656,866.3698553042396,736.02,0.3,0.0,0.0,-0.027358278632164,49.864540100097656,5.894824028015137,139.29211592674255
310,5079040,892.22605973285,765.57,0.22,0.0,0.005,-0.019576456397771835,148.50958251953125,5.89924430847168,139.71985244750977
311,5095424,898.6420806017701,775.39,0.19,0.0,0.005,0.007262580096721649,133.28921508789062,5.904473304748535,140.1624093055725
312,5111808,899.3222516794641,778.925,0.16,0.0,0.01,-0.019387055188417435,58.39544677734375,5.911805152893066,140.62857961654663
313,5128192,912.2232840367313,794.105,0.12,0.0,0.01,-0.011638524942100048,157.759765625,5.914742469787598,141.08234167099
314,5144576,927.2930972024492,809.785,0.085,0.0,0.01,-0.008761144243180752,130.41421508789062,5.928861618041992,141.48464131355286
315,5160960,938.4396263521298,820.77,0.065,0.0,0.01,-0.015090705826878548,49.046051025390625,5.9472551345825195,141.92217898368835
316,5177344,935.3133015791801,821.105,0.05,0.0,0.015,0.0005097563844174147,144.92169189453125,5.959379196166992,142.37602996826172
317,5193728,936.9227226289835,823.175,0.03,0.0,0.015,0.0013637805823236704,140.08865356445312,5.975290775299072,142.85862159729004
318,5210112,901.516510458448,786.465,0.1,0.0,0.015,0.007425685413181782,81.95906066894531,6.016234397888184,143.3275284767151
319,5226496,875.1149777823421,758.46,0.165,0.0,0.015,-0.025810813531279564,56.544124603271484,6.037169933319092,143.73620557785034
320,5242880,868.4795353387323,746.845,0.22,0.0,0.01,-0.002937360666692257,69.71195220947266,6.032517433166504,144.17828798294067
321,5259264,820.2990726495493,695.92,0.335,0.0,0.005,-0.00544554740190506,71.17996215820312,6.04384708404541,144.6828305721283
322,5275648,698.6594068430699,577.27,0.545,0.0,0.025,0.021875033155083656,91.28564453125,6.048001766204834,145.08995485305786
323,5292032,603.4927535286648,482.96,0.705,0.0,0.025,0.006367760244756937,35.745819091796875,6.05103874206543,145.4951639175415
324,5308416,565.5849635723889,445.395,0.765,0.0,0.025,0.008652746677398682,15.686798095703125,6.046472549438477,145.98646688461304
325,5324800,548.0588547970278,428.105,0.79,0.0,0.025,0.006582001224160194,45.04877471923828,6.062801361083984,146.47900199890137
326,5341184,565.3225553166432,448.535,0.735,0.0,0.025,-0.008773860521614552,89.5791015625,6.0653510093688965,146.94471406936646
327,5357568,594.6591503643199,479.58,0.675,0.0,0.025,-0.010089400224387646,130.3380126953125,6.073871612548828,147.37550044059753
328,5373952,610.5327755371111,494.85,0.645,0.0,0.015,0.01612182706594467,82.37789154052734,6.085589408874512,147.82242226600647
329,5390336,650.3151027154895,528.605,0.63,0.0,0.0,0.0020706718787550926,51.609832763671875,6.07094669342041,148.23224997520447
330,5406720,685.8095092003664,562.84,0.575,0.0,0.005,-0.019442206248641014,82.12425231933594,6.087131023406982,148.6596519947052
331,5423104,744.0310803314544,621.2,0.475,0.0,0.005,0.0017965678125619888,133.81332397460938,6.103863716125488,149.1417977809906
332,5439488,776.1170797054702,653.98,0.415,0.0,0.005,0.0010321487206965685,75.09248352050781,6.092625617980957,149.65256762504578
333,5455872,807.8715289073234,686.885,0.35,0.0,0.005,0.014657361432909966,106.91236877441406,6.090407371520996,150.15355825424194
334,5472256,815.750976357063,698.725,0.315,0.0,0.015,-0.016910495236516,148.8512725830078,6.097344875335693,150.6395869255066
335,5488640,809.8731034807056,697.24,0.32,0.0,0.015,-0.011805454269051552,69.02021789550781,6.1050190925598145,151.03838086128235
336,5505024,820.1506325177714,708.24,0.3,0.0,0.02,-0.017866555601358414,69.27106475830078,6.106028079986572,151.45889282226562
337,5521408,841.979024632816,734.39,0.24,0.0,0.035,-0.0021950937807559967,139.7547149658203,6.113374710083008,151.9093554019928
338,5537792,851.528850095357,748.125,0.2,0.0,0.035,0.005988361779600382,124.86181640625,6.119729042053223,152.38271975517273
339,5554176,854.0436512308152,752.095,0.19,0.0,0.03,-0.005915551446378231,57.93675231933594,6.125420570373535,152.84529304504395
340,5570560,843.4348062255065,746.14,0.205,0.0,0.03,0.015605082735419273,98.17387390136719,6.139043807983398,153.3029007911682
341,5586944,825.814077734227,728.6,0.24,0.0,0.03,-0.00520103145390749,126.33731079101562,6.145542144775391,153.7503683567047
342,5603328,820.7791138557487,722.695,0.26,0.0,0.025,-0.0078166788443923,51.10005187988281,6.167360782623291,154.21505331993103
343,5619712,813.6632605920108,712.03,0.295,0.0,0.02,0.013558745384216309,73.78271484375,6.21370792388916,154.70051884651184
344,5636096,809.0679984262256,706.585,0.29,0.0,0.02,-0.0018902458250522614,148.1883544921875,6.226083278656006,155.16831588745117
345,5652480,815.716249013346,710.24,0.3,0.0,0.01,-0.004934929311275482,58.37323760986328,6.226422309875488,155.59981274604797
346,5668864,806.3704761355009,699.38,0.325,0.0,0.01,0.010203424841165543,95.2196044921875,6.231274604797363,156.03681921958923
347,5685248,785.6621245333098,676.98,0.365,0.0,0.015,-0.010646408423781395,88.22294616699219,6.245543479919434,156.47311758995056
348,5701632,774.6617129445979,666.105,0.365,0.0,0.025,0.0010524317622184753,120.23592376708984,6.24782657623291,156.94276309013367
349,5718016,755.4208801669747,648.605,0.385,0.0,0.04,0.00835605151951313,66.35485076904297,6.254960060119629,157.43922233581543
350,5734400,769.7092538443536,663.725,0.36,0.0,0.045,0.002077503129839897,98.83456420898438,6.267453193664551,157.90378522872925
351,5750784,782.7220238825143,676.86,0.335,0.0,0.045,-0.0019819475710392,135.9239501953125,6.285939693450928,158.31297636032104
352,5767168,759.6256105690451,652.86,0.39,0.0,0.045,-0.028204726055264473,38.75724411010742,6.302496910095215,158.76600551605225
353,5783552,745.6343002868776,641.885,0.39,0.0,0.06,0.004763269331306219,113.13487243652344,6.301555633544922,159.19344544410706
354,5799936,749.7206233707215,649.445,0.35,0.0,0.07,-0.025303218513727188,137.16571044921875,6.3029022216796875,159.6579451560974
355,5816320,760.2272835162044,663.785,0.31,0.0,0.08,-0.019609659910202026,77.4909896850586,6.305313587188721,160.13322353363037
356,5832704,767.5965030110756,671.495,0.29,0.0,0.08,-0.014783465303480625,115.98699951171875,6.316357135772705,160.56260204315186
357,5849088,787.5452975011874,691.29,0.26,0.0,0.08,0.003548253560438752,117.66328430175781,6.327131271362305,160.91955184936523
358,5865472,801.2400656184775,702.865,0.25,0.0,0.065,-0.007798756938427687,89.32362365722656,6.321789264678955,161.32392692565918
359,5881856,802.3286129095536,702.74,0.26,0.0,0.06,-0.007525292225182056,77.81005096435547,6.322418212890625,161.77715826034546
360,5898240,800.9528009134671,700.485,0.265,0.0,0.055,-0.0032613689545542,74.45775604248047,6.3574066162109375,162.15639424324036
361,5914624,793.4208849023327,688.005,0.32,0.0,0.04,-0.0203305184841156,37.76087188720703,6.391255855560303,162.62257862091064
362,5931008,781.767124081134,674.65,0.36,0.0,0.03,-1.53491273522377e-05,58.74395751953125,6.417705535888672,163.00471210479736
363,5947392,780.4504610381974,669.655,0.395,0.0,0.015,-0.008819255977869034,48.93052673339844,6.436635971069336,163.42953085899353
364,5963776,775.3658627386136,659.11,0.46,0.0,0.0,0.012542837299406528,119.98319244384766,6.44843053817749,163.87410616874695
365,5980160,721.4806037222583,608.95,0.53,0.0,0.01,-0.01098005659878254,74.13164520263672,6.463293075561523,164.29295873641968
366,5996544,680.0661920448595,567.79,0.605,0.0,0.015,-0.021866630762815475,25.52484703063965,6.469799995422363,164.74232268333435
367,6012928,647.3489108848894,535.87,0.65,0.0,0.015,-0.01189024280756712,52.70111846923828,6.477260589599609,165.18210363388062
368,6029312,635.2733334002079,522.82,0.675,0.0,0.015,0.0031929477117955685,23.168018341064453,6.475207328796387,165.63285970687866
369,6045696,633.8531407095193,521.675,0.675,0.0,0.015,-0.005636461544781923,55.220455169677734,6.483924388885498,166.12590837478638
370,6062080,639.202624937084,526.725,0.665,0.0,0.015,0.00019526109099388123,61.43962478637695,6.498330116271973,166.573588848114
371,6078464,655.126984117881,543.765,0.625,0.0,0.015,-0.009314050897955894,135.6163330078125,6.507304668426514,166.99705052375793
372,6094848,668.3875907723308,554.225,0.625,0.0,0.01,-0.008235134184360504,43.62548828125,6.512362480163574,167.38097143173218
373,6111232,677.873139153147,565.575,0.6,0.0,0.015,0.005687990691512823,65.50926208496094,6.52482795715332,167.85102653503418
374,6127616,711.1056383307663,601.345,0.525,0.0,0.015,-0.005556488409638405,134.5589141845703,6.5353193283081055,168.32719540596008
375,6144000,736.4056668913296,630.295,0.465,0.0,0.015,-0.0017024049302563071,77.3729248046875,6.5525617599487305,168.81477808952332
376,6160384,765.803240896015,661.49,0.41,0.0,0.015,-0.008272083476185799,76.0932388305664,6.552216053009033,169.24490475654602
377,6176768,785.8041169027753,684.34,0.355,0.0,0.02,-0.007882494479417801,83.84049987792969,6.564460277557373,169.73504972457886
378,6193152,777.9060073273769,680.49,0.335,0.0,0.025,-0.019497644156217575,104.3424072265625,6.576406478881836,170.18412804603577
379,6209536,781.8282289013223,685.22,0.33,0.0,0.025,-0.00920877791941166,81.47064208984375,6.58675479888916,170.65611696243286
380,6225920,789.9810821465336,694.195,0.305,0.0,0.025,0.003760268911719322,58.73173141479492,6.569091796875,171.09261679649353
381,6242304,813.3618001568561,718.63,0.255,0.0,0.025,-0.013110257685184479,156.26876831054688,6.5679168701171875,171.5073983669281
382,6258688,801.9349997201097,710.185,0.245,0.0,0.035,0.0011384505778551102,96.69650268554688,6.5724945068359375,171.8837811946869
383,6275072,804.9905715186208,712.01,0.25,0.0,0.03,0.008321220055222511,43.05679702758789,6.579583168029785,172.31272411346436
384,6291456,815.8627273843388,724.75,0.21,0.0,0.035,-0.011103534139692783,130.2993927001953,6.5818305015563965,172.73684644699097
385,6307840,831.6680373199287,740.42,0.175,0.0,0.035,-0.022267138585448265,130.70082092285156,6.576610565185547,173.18239092826843
386,6324224,837.0917774050489,745.505,0.165,0.0,0.03,-0.002507619559764862,79.51282501220703,6.5776286125183105,173.64097023010254
387,6340608,848.8191605191599,757.865,0.135,0.0,0.03,-0.026276731863617897,86.81416320800781,6.589522361755371,174.11365461349487
388,6356992,858.1899066539409,767.5,0.115,0.0,0.03,-0.031132403761148453,126.77733612060547,6.600820541381836,174.58699893951416
389,6373376,853.2413602586249,763.77,0.11,0.0,0.035,-0.024851880967617035,89.89820098876953,6.611366271972656,175.04744458198547
390,6389760,862.9961074126455,773.795,0.095,0.0,0.03,-0.01458707544952631,66.74845886230469,6.631354808807373,175.53711676597595
391,6406144,880.6251380848631,792.425,0.065,0.0,0.025,-0.009183971211314201,142.24256896972656,6.647896766662598,175.99162101745605
392,6422528,886.7494107962291,797.91,0.06,0.0,0.02,0.0027687023393809795,97.18321228027344,6.666943073272705,176.39857697486877
393,6438912,890.7823414873121,802.305,0.045,0.0,0.02,-0.022608760744333267,58.6427116394043,6.691856384277344,176.83978486061096
394,6455296,895.1288862516245,806.435,0.045,0.0,0.015,0.017866922542452812,142.10552978515625,6.70985221862793,177.2581160068512
395,6471680,900.4729742034048,813.075,0.035,0.0,0.015,-0.017168186604976654,108.35699462890625,6.723166465759277,177.60670924186707
396,6488064,894.9834427237852,809.12,0.045,0.0,0.015,0.010380006395280361,89.86497497558594,6.725924491882324,178.00751972198486
397,6504448,880.721689973344,794.285,0.07,0.0,0.015,-0.011974886991083622,83.8068618774414,6.745424270629883,178.4485342502594
398,6520832,856.3171370179468,771.34,0.115,0.0,0.01,-0.004181872587651014,106.87910461425781,6.758878231048584,178.79644203186035
399,6537216,818.1946538457482,729.38,0.21,0.0,0.005,-0.019181255251169205,56.986366271972656,6.776345729827881,179.220112323761
400,6553600,722.9779663518947,629.605,0.4,0.0,0.01,-0.014756102114915848,32.52192306518555,6.784783840179443,179.6846797466278
401,6569984,588.0831465144241,488.915,0.64,0.0,0.01,0.007462974637746811,52.26581573486328,6.782039165496826,180.11942505836487
402,6586368,453.6235866847206,348.655,0.865,0.0,0.01,-0.0073074656538665295,30.738439559936523,6.784054279327393,180.56780433654785
403,6602752,369.93465185776876,268.035,0.945,0.0,0.005,0.010554618202149868,10.99333381652832,6.77915096282959,181.0437798500061
404,6619136,352.85581257327436,252.375,0.955,0.0,0.01,-0.0064829434268176556,17.229795455932617,6.768240928649902,181.4991807937622
405,6635520,342.4875575181414,244.67,0.95,0.0,0.015,0.007894006557762623,14.581289291381836,6.758849143981934,181.9329478740692
406,6651904,377.8643639168897,276.185,0.945,0.0,0.015,-0.0072952453047037125,24.511247634887695,6.769024848937988,182.3986999988556
407,6668288,430.0416637532887,323.105,0.915,0.0,0.01,-0.010508041828870773,44.05352020263672,6.782074451446533,182.88439464569092
408,6684672,448.3717259264816,342.26,0.88,0.0,0.015,0.003208966925740242,41.78458023071289,6.7854719161987305,183.24068069458008
409,6701056,496.37001073111094,387.715,0.835,0.0,0.01,-0.007489039562642574,59.60262680053711,6.800576210021973,183.66031765937805
410,6717440,554.0825126723234,446.355,0.745,0.0,0.015,-0.011753296479582787,98.65315246582031,6.811878681182861,184.09705138206482
411,6733824,617.4834188078553,506.05,0.69,0.0,0.01,-0.022442957386374474,69.09955596923828,6.822690010070801,184.60531377792358
412,6750208,604.5043947819794,496.13,0.685,0.0,0.015,-0.024042148143053055,30.06614112854004,6.827596664428711,185.0612142086029
413,6766592,616.7017742858785,511.43,0.64,0.0,0.015,-0.028529709205031395,60.36033630371094,6.851506233215332,185.47195506095886
414,6782976,629.4791418909318,523.155,0.635,0.0,0.015,-0.0044137220829725266,57.734527587890625,6.875499725341797,185.9596300125122
415,6799360,612.1288457452937,501.29,0.695,0.0,0.005,-0.012689679861068726,42.385902404785156,6.877049446105957,186.4772605895996
416,6815744,596.3020689924901,488.25,0.705,0.0,0.01,0.004529207944869995,60.86687088012695,6.876442909240723,186.9304964542389
417,6832128,601.5415941511839,493.935,0.705,0.0,0.01,-0.007539823185652494,63.922935485839844,6.885429382324219,187.3410313129425
418,6848512,600.4326299628254,493.97,0.7,0.0,0.01,0.0035899020731449127,73.4670639038086,6.883522033691406,187.776034116745
419,6864896,582.5158425283911,478.48,0.715,0.0,0.015,-0.0002801460213959217,57.67335510253906,6.894284248352051,188.2156856060028
420,6881280,578.8215467921095,473.78,0.73,0.0,0.015,-0.013285195454955101,33.41335678100586,6.888571262359619,188.64286494255066
421,6897664,588.4563636801926,482.47,0.73,0.0,0.015,-0.00612243078649044,35.660850524902344,6.893745422363281,189.08006024360657
422,6914048,617.6090989989743,510.84,0.705,0.0,0.015,-0.01953165978193283,42.69462966918945,6.908822536468506,189.50360536575317
423,6930432,650.1170863401029,543.435,0.655,0.0,0.01,0.0017885928973555565,93.14830780029297,6.929015159606934,189.93868446350098
424,6946816,667.153472498825,562.395,0.61,0.0,0.01,-0.03900371491909027,71.56898498535156,6.953612327575684,190.3867311477661
425,6963200,684.9951655239125,580.485,0.585,0.0,0.005,0.02071480080485344,90.96501159667969,6.967052459716797,190.8377788066864
426,6979584,692.1354668156825,590.515,0.545,0.0,0.005,-6.642471998929977e-05,98.70500183105469,6.976363182067871,191.28741192817688
427,6995968,702.3887647159947,600.305,0.54,0.0,0.0,-0.008199267089366913,45.70873260498047,6.991695404052734,191.73091506958008
428,7012352,679.5174292668324,579.285,0.55,0.0,0.0,0.01756305620074272,47.34991455078125,7.0077223777771,192.20606565475464
429,7028736,647.0702813385951,548.255,0.59,0.0,0.0,-0.0013144025579094887,28.902042388916016,7.028738975524902,192.6361961364746
430,7045120,621.003592138259,520.9,0.65,0.0,0.0,-0.022998236119747162,68.6455078125,7.046027183532715,193.09998416900635
431,7061504,623.2176173916569,523.215,0.645,0.0,0.0,-0.012958339415490627,65.46797180175781,7.0751776695251465,193.5100736618042
